game_id,season,week,gameday,team,opponent,points_for,points_against,rest_days,is_home,win,offensive_plays,off_epa_per_play,pass_plays,rush_plays,interceptions_thrown,fumbles_lost,pass_rate,turnovers,point_diff,prev_points_for,prev_points_against,prev_win,prev_off_epa_per_play,prev_turnovers,prev_point_diff,rolling_points_for_3,rolling_points_against_3,rolling_win_pct_3,rolling_off_epa_3,rolling_turnovers_3,rolling_point_diff_3,opp_rolling_points_for_3,opp_rolling_points_against_3,opp_rolling_win_pct_3,opp_rolling_off_epa_3,opp_rolling_turnovers_3,opp_rolling_point_diff_3,epa_diff_3,win_pct_diff_3,turnover_diff_3,point_diff_gap_3
2025_15_CLE_CHI,2025,15,2025-12-14,CHI,CLE,31,3,7,1,1,63,0.05207934172665347,31,32,0,0,0.49206349206349204,0,28,21,28,0,0.10808021202559331,1,-7,25.333333333333332,23.666666666666668,0.6666666666666666,0.054603499546631774,1.3333333333333333,1.6666666666666667,20.333333333333332,22.333333333333332,0.3333333333333333,-0.15686824424402138,1.6666666666666667,-2.0,0.21147174379065314,0.3333333333333333,-0.3333333333333335,3.666666666666667
2025_16_GB_CHI,2025,16,2025-12-20,CHI,GB,22,16,6,1,1,60,0.1006365612826786,34,26,0,0,0.5666666666666667,0,6,31,3,1,0.05207934172665347,0,28,25.333333333333332,15.333333333333334,0.6666666666666666,0.06736825950564312,0.6666666666666666,10.0,28.333333333333332,26.333333333333332,0.6666666666666666,0.18364694127462453,1.0,2.0,-0.1162786817689814,0.0,-0.33333333333333337,8.0
2025_17_CHI_SF,2025,17,2025-12-28,CHI,SF,38,42,8,0,0,63,0.3625783731220248,41,22,0,0,0.6507936507936508,0,-4,22,16,1,0.1006365612826786,0,6,24.666666666666668,15.666666666666666,0.6666666666666666,0.08693203834497515,0.3333333333333333,9.0,37.0,19.666666666666668,1.0,0.2198245622361917,0.6666666666666666,17.333333333333332,-0.13289252389121656,-0.33333333333333337,-0.3333333333333333,-8.333333333333332
2025_18_DET_CHI,2025,18,2026-01-04,CHI,DET,16,19,7,1,0,54,-0.019359930886783536,35,19,1,0,0.6481481481481481,1,-3,38,42,0,0.3625783731220248,0,-4,30.333333333333332,20.333333333333332,0.6666666666666666,0.1717647587104523,0.0,10.0,22.666666666666668,31.0,0.0,-0.06880763361650165,2.0,-8.333333333333334,0.24057239232695393,0.6666666666666666,-2.0,18.333333333333336
2024_01_NE_CIN,2024,1,2024-09-08,CIN,NE,10,16,7,1,0,48,-0.17894963442784265,32,16,0,1,0.6666666666666666,1,-6,,,,,,,,,,,,,,,,,,,,,,
2024_02_CIN_KC,2024,2,2024-09-15,CIN,KC,25,26,7,0,0,61,0.045869673695266226,39,22,0,1,0.639344262295082,1,-1,10,16,0,-0.17894963442784265,1,-6,,,,,,,,,,,,,,,,
2024_03_WAS_CIN,2024,3,2024-09-23,CIN,WAS,33,38,8,1,0,61,0.36884499768732204,41,20,0,0,0.6721311475409836,0,-5,25,26,0,0.045869673695266226,1,-1,,,,,,,,,,,,,,,,
2024_04_CIN_CAR,2024,4,2024-09-29,CIN,CAR,34,24,6,0,1,62,0.16715398730578387,31,31,1,0,0.5,1,10,33,38,0,0.36884499768732204,0,-5,22.666666666666668,26.666666666666668,0.0,0.07858834565158188,0.6666666666666666,-4.0,16.333333333333332,31.666666666666668,0.3333333333333333,-0.2580575151947884,1.3333333333333333,-15.333333333333334,0.33664586084637027,-0.3333333333333333,-0.6666666666666666,11.333333333333334
2024_05_BAL_CIN,2024,5,2024-10-06,CIN,BAL,38,41,7,1,0,66,0.26622877819415425,42,24,1,0,0.6363636363636364,1,-3,34,24,1,0.16715398730578387,1,10,30.666666666666668,29.333333333333332,0.3333333333333333,0.19395621956279072,0.6666666666666666,1.3333333333333333,28.666666666666668,20.333333333333332,0.6666666666666666,0.21876037595613504,0.6666666666666666,8.333333333333334,-0.024804156393344323,-0.3333333333333333,0.0,-7.000000000000001
2024_06_CIN_NYG,2024,6,2024-10-13,CIN,NYG,17,7,7,0,1,50,0.03341397806081556,32,18,0,1,0.64,1,10,38,41,0,0.26622877819415425,1,-3,35.0,34.333333333333336,0.3333333333333333,0.2674092543957534,0.6666666666666666,0.6666666666666666,21.666666666666668,18.333333333333332,0.6666666666666666,0.0041412715421281126,1.0,3.3333333333333335,0.2632679828536253,-0.3333333333333333,-0.33333333333333337,-2.666666666666667
