game_id,season,week,gameday,team,opponent,points_for,points_against,rest_days,is_home,win,offensive_plays,off_epa_per_play,pass_plays,rush_plays,interceptions_thrown,fumbles_lost,pass_rate,turnovers
2024_04_SEA_DET,2024,4,2024-09-30,SEA,DET,29,42,8,0,0,79,0.08613013850663422,60,19,1,1,0.759493670886076,2
2024_04_TEN_MIA,2024,4,2024-09-30,MIA,TEN,12,31,8,1,0,55,-0.44382242615654677,25,30,0,1,0.45454545454545453,1
2024_04_TEN_MIA,2024,4,2024-09-30,TEN,MIA,31,12,8,0,1,61,-0.12303492048345122,21,40,1,0,0.3442622950819672,1
2024_04_WAS_ARI,2024,4,2024-09-29,ARI,WAS,14,42,7,1,0,58,-0.08621050947514394,26,32,0,1,0.4482758620689655,1
2024_04_WAS_ARI,2024,4,2024-09-29,WAS,ARI,42,14,6,0,1,68,0.41568827038638456,31,37,1,0,0.45588235294117646,1
2024_05_ARI_SF,2024,5,2024-10-06,ARI,SF,24,23,7,0,1,56,0.12357341654668454,31,25,1,0,0.5535714285714286,1
2024_05_ARI_SF,2024,5,2024-10-06,SF,ARI,23,24,7,1,0,63,-0.04176984130080571,37,26,2,1,0.5873015873015873,3
2024_05_BAL_CIN,2024,5,2024-10-06,BAL,CIN,41,38,7,0,1,76,0.2904486013039307,43,33,0,1,0.5657894736842105,1
2024_05_BAL_CIN,2024,5,2024-10-06,CIN,BAL,38,41,7,1,0,66,0.26622877819415425,42,24,1,0,0.6363636363636364,1
2024_05_BUF_HOU,2024,5,2024-10-06,BUF,HOU,20,23,7,0,0,59,-0.0150581178917669,31,28,0,0,0.5254237288135594,0
2024_05_BUF_HOU,2024,5,2024-10-06,HOU,BUF,23,20,7,1,1,67,-0.057969271695458124,39,28,1,1,0.582089552238806,2
2024_05_CAR_CHI,2024,5,2024-10-06,CAR,CHI,10,36,7,0,0,58,-0.25997198687286327,39,19,1,2,0.6724137931034483,3
2024_05_CAR_CHI,2024,5,2024-10-06,CHI,CAR,36,10,7,1,1,67,0.2143630333396083,31,36,0,0,0.4626865671641791,0
2024_05_CLE_WAS,2024,5,2024-10-06,CLE,WAS,13,34,7,0,0,59,-0.30568817992423686,36,23,0,1,0.6101694915254238,1
2024_05_CLE_WAS,2024,5,2024-10-06,WAS,CLE,34,13,7,1,1,65,0.08449649525226172,31,34,1,1,0.47692307692307695,2
2024_05_DAL_PIT,2024,5,2024-10-06,DAL,PIT,20,17,10,0,1,75,0.1131753628813,44,31,2,1,0.5866666666666667,3
2024_05_DAL_PIT,2024,5,2024-10-06,PIT,DAL,17,20,7,1,0,57,0.04542422653076469,31,26,0,1,0.543859649122807,1
2024_05_GB_LA,2024,5,2024-10-06,GB,LA,24,19,7,0,1,56,0.018795206468425585,28,28,1,0,0.5,1
2024_05_GB_LA,2024,5,2024-10-06,LA,GB,19,24,7,1,0,77,-0.09714081889496777,48,29,1,1,0.6233766233766234,2
2024_05_IND_JAX,2024,5,2024-10-06,IND,JAX,34,37,7,0,0,68,0.25687316895732565,49,19,0,1,0.7205882352941176,1
2024_05_IND_JAX,2024,5,2024-10-06,JAX,IND,37,34,7,1,1,57,0.27860417896024947,34,23,1,1,0.5964912280701754,2
2024_05_LV_DEN,2024,5,2024-10-06,DEN,LV,34,18,7,1,1,54,0.06907282755617089,29,25,0,0,0.5370370370370371,0
2024_05_LV_DEN,2024,5,2024-10-06,LV,DEN,18,34,7,0,0,66,-0.19881104357030954,40,26,3,0,0.6060606060606061,3
2024_05_MIA_NE,2024,5,2024-10-06,MIA,NE,15,10,6,0,1,76,-0.07375416820565879,35,41,1,0,0.4605263157894737,1
2024_05_MIA_NE,2024,5,2024-10-06,NE,MIA,10,15,7,1,0,54,-0.08153475822466046,35,19,0,0,0.6481481481481481,0
2024_05_NO_KC,2024,5,2024-10-07,KC,NO,26,13,8,1,1,77,0.1472931400180425,41,36,1,0,0.5324675324675324,1
2024_05_NO_KC,2024,5,2024-10-07,NO,KC,13,26,8,0,0,51,-0.09970358937325906,36,15,1,0,0.7058823529411765,1
2024_05_NYG_SEA,2024,5,2024-10-06,NYG,SEA,29,20,10,0,1,70,0.01300696217955271,37,33,0,1,0.5285714285714286,1
2024_05_NYG_SEA,2024,5,2024-10-06,SEA,NYG,20,29,6,1,0,58,-0.09542315789686209,47,11,0,1,0.8103448275862069,1
2024_05_NYJ_MIN,2024,5,2024-10-06,MIN,NYJ,23,17,7,1,1,64,-0.27647754497423893,36,28,1,1,0.5625,2
2024_05_NYJ_MIN,2024,5,2024-10-06,NYJ,MIN,17,23,7,0,0,71,-0.3355986670207865,57,14,3,0,0.8028169014084507,3
2024_05_TB_ATL,2024,5,2024-10-03,ATL,TB,36,30,4,1,1,79,0.23220593246419632,61,18,1,0,0.7721518987341772,1
2024_05_TB_ATL,2024,5,2024-10-03,TB,ATL,30,36,4,0,0,50,0.17326009388716912,25,25,0,1,0.5,1
2024_06_ARI_GB,2024,6,2024-10-13,ARI,GB,13,34,7,0,0,55,-0.12452218036849662,32,23,0,3,0.5818181818181818,3
2024_06_ARI_GB,2024,6,2024-10-13,GB,ARI,34,13,7,1,1,68,0.2862532046806263,32,36,1,0,0.47058823529411764,1
2024_06_ATL_CAR,2024,6,2024-10-13,ATL,CAR,38,20,10,0,1,65,0.27975168882516765,30,35,0,1,0.46153846153846156,1
2024_06_ATL_CAR,2024,6,2024-10-13,CAR,ATL,20,38,7,1,0,62,-0.09854121783584546,38,24,2,0,0.6129032258064516,2
2024_06_BUF_NYJ,2024,6,2024-10-14,BUF,NYJ,23,20,8,0,1,57,0.28208355403679286,27,30,0,0,0.47368421052631576,0
2024_06_BUF_NYJ,2024,6,2024-10-14,NYJ,BUF,20,23,8,1,0,59,0.18870879239171717,38,21,1,0,0.6440677966101694,1
2024_06_CIN_NYG,2024,6,2024-10-13,CIN,NYG,17,7,7,0,1,50,0.03341397806081556,32,18,0,1,0.64,1
2024_06_CIN_NYG,2024,6,2024-10-13,NYG,CIN,7,17,7,1,0,71,-0.1374357061992767,41,30,1,0,0.5774647887323944,1
2024_06_CLE_PHI,2024,6,2024-10-13,CLE,PHI,16,20,7,0,0,53,-0.02047589263765254,28,25,0,0,0.5283018867924528,0
2024_06_CLE_PHI,2024,6,2024-10-13,PHI,CLE,20,16,14,1,1,58,0.1712757292793628,26,32,0,0,0.4482758620689655,0
2024_06_DET_DAL,2024,6,2024-10-13,DAL,DET,9,47,7,1,0,65,-0.545867239277654,48,17,3,2,0.7384615384615385,5
2024_06_DET_DAL,2024,6,2024-10-13,DET,DAL,47,9,13,0,1,64,0.3739155748950122,30,34,0,0,0.46875,0
2024_06_HOU_NE,2024,6,2024-10-13,HOU,NE,41,21,7,0,1,61,0.11557763043360846,34,27,1,0,0.5573770491803278,1
2024_06_HOU_NE,2024,6,2024-10-13,NE,HOU,21,41,7,1,0,63,-0.30611791207994676,37,26,2,2,0.5873015873015873,4
2024_06_IND_TEN,2024,6,2024-10-13,IND,TEN,20,17,7,0,1,66,-0.09491334601256621,38,28,1,0,0.5757575757575758,1
2024_06_IND_TEN,2024,6,2024-10-13,TEN,IND,17,20,13,1,0,55,-0.02593452022349258,27,28,1,0,0.4909090909090909,1
2024_06_JAX_CHI,2024,6,2024-10-13,CHI,JAX,35,16,7,1,1,58,0.292747729056039,32,26,1,0,0.5517241379310345,1
2024_06_JAX_CHI,2024,6,2024-10-13,JAX,CHI,16,35,7,0,0,60,-0.00654797974294398,41,19,1,1,0.6833333333333333,2
2024_06_LAC_DEN,2024,6,2024-10-13,DEN,LAC,16,23,7,1,0,54,-0.061207421118328366,36,18,1,1,0.6666666666666666,2
2024_06_LAC_DEN,2024,6,2024-10-13,LAC,DEN,23,16,14,0,1,72,0.0855428782859012,37,35,0,0,0.5138888888888888,0
2024_06_PIT_LV,2024,6,2024-10-13,LV,PIT,13,32,7,1,0,61,-0.24397137300249525,42,19,1,2,0.6885245901639344,3
2024_06_PIT_LV,2024,6,2024-10-13,PIT,LV,32,13,7,0,1,61,0.09707485110831894,28,33,0,0,0.45901639344262296,0
2024_06_SF_SEA,2024,6,2024-10-10,SEA,SF,24,36,4,1,0,72,0.013638107798100731,52,20,2,0,0.7222222222222222,2
2024_06_SF_SEA,2024,6,2024-10-10,SF,SEA,36,24,4,0,1,61,0.340497171146345,28,33,0,0,0.45901639344262296,0
2024_06_TB_NO,2024,6,2024-10-13,NO,TB,27,51,6,1,0,66,-0.4109091258823089,45,21,2,1,0.6818181818181818,3
2024_06_TB_NO,2024,6,2024-10-13,TB,NO,51,27,10,0,1,73,0.22035999537670714,38,35,3,0,0.5205479452054794,3
2024_06_WAS_BAL,2024,6,2024-10-13,BAL,WAS,30,23,7,1,1,63,0.16918393421624747,28,35,1,0,0.4444444444444444,1
