game_id,season,week,gameday,team,opponent,points_for,points_against,rest_days,is_home,win
2025_04_PHI_TB,2025,4,2025-09-28,PHI,TB,31,25,7,0,1
2025_04_PHI_TB,2025,4,2025-09-28,TB,PHI,25,31,7,1,0
2025_04_SEA_ARI,2025,4,2025-09-25,ARI,SEA,20,23,4,1,0
2025_04_SEA_ARI,2025,4,2025-09-25,SEA,ARI,23,20,4,0,1
2025_04_TEN_HOU,2025,4,2025-09-28,HOU,TEN,26,0,7,1,1
2025_04_TEN_HOU,2025,4,2025-09-28,TEN,HOU,0,26,7,0,0
2025_04_WAS_ATL,2025,4,2025-09-28,ATL,WAS,34,27,7,1,1
2025_04_WAS_ATL,2025,4,2025-09-28,WAS,ATL,27,34,7,0,0
2025_05_DAL_NYJ,2025,5,2025-10-05,DAL,NYJ,37,22,7,0,1
2025_05_DAL_NYJ,2025,5,2025-10-05,NYJ,DAL,22,37,6,1,0
2025_05_DEN_PHI,2025,5,2025-10-05,DEN,PHI,21,17,6,0,1
2025_05_DEN_PHI,2025,5,2025-10-05,PHI,DEN,17,21,7,1,0
2025_05_DET_CIN,2025,5,2025-10-05,CIN,DET,24,37,6,1,0
2025_05_DET_CIN,2025,5,2025-10-05,DET,CIN,37,24,7,0,1
2025_05_HOU_BAL,2025,5,2025-10-05,BAL,HOU,10,44,7,1,0
2025_05_HOU_BAL,2025,5,2025-10-05,HOU,BAL,44,10,7,0,1
2025_05_KC_JAX,2025,5,2025-10-06,JAX,KC,31,28,8,1,1
2025_05_KC_JAX,2025,5,2025-10-06,KC,JAX,28,31,8,0,0
2025_05_LV_IND,2025,5,2025-10-05,IND,LV,40,6,7,1,1
2025_05_LV_IND,2025,5,2025-10-05,LV,IND,6,40,7,0,0
2025_05_MIA_CAR,2025,5,2025-10-05,CAR,MIA,27,24,7,1,1
2025_05_MIA_CAR,2025,5,2025-10-05,MIA,CAR,24,27,6,0,0
2025_05_MIN_CLE,2025,5,2025-10-05,CLE,MIN,17,21,7,1,0
2025_05_MIN_CLE,2025,5,2025-10-05,MIN,CLE,21,17,7,0,1
2025_05_NE_BUF,2025,5,2025-10-05,BUF,NE,20,23,7,1,0
2025_05_NE_BUF,2025,5,2025-10-05,NE,BUF,23,20,7,0,1
2025_05_NYG_NO,2025,5,2025-10-05,NO,NYG,26,14,7,1,1
2025_05_NYG_NO,2025,5,2025-10-05,NYG,NO,14,26,7,0,0
2025_05_SF_LA,2025,5,2025-10-02,LA,SF,23,26,4,1,0
2025_05_SF_LA,2025,5,2025-10-02,SF,LA,26,23,4,0,1
2025_05_TB_SEA,2025,5,2025-10-05,SEA,TB,35,38,10,1,0
2025_05_TB_SEA,2025,5,2025-10-05,TB,SEA,38,35,7,0,1
2025_05_TEN_ARI,2025,5,2025-10-05,ARI,TEN,21,22,10,1,0
2025_05_TEN_ARI,2025,5,2025-10-05,TEN,ARI,22,21,7,0,1
2025_05_WAS_LAC,2025,5,2025-10-05,LAC,WAS,10,27,7,1,0
2025_05_WAS_LAC,2025,5,2025-10-05,WAS,LAC,27,10,7,0,1
2025_06_ARI_IND,2025,6,2025-10-12,ARI,IND,27,31,7,0,0
2025_06_ARI_IND,2025,6,2025-10-12,IND,ARI,31,27,7,1,1
2025_06_BUF_ATL,2025,6,2025-10-13,ATL,BUF,24,14,15,1,1
2025_06_BUF_ATL,2025,6,2025-10-13,BUF,ATL,14,24,8,0,0
2025_06_CHI_WAS,2025,6,2025-10-13,CHI,WAS,25,24,15,0,1
2025_06_CHI_WAS,2025,6,2025-10-13,WAS,CHI,24,25,8,1,0
2025_06_CIN_GB,2025,6,2025-10-12,CIN,GB,18,27,7,0,0
2025_06_CIN_GB,2025,6,2025-10-12,GB,CIN,27,18,14,1,1
2025_06_CLE_PIT,2025,6,2025-10-12,CLE,PIT,9,23,7,0,0
2025_06_CLE_PIT,2025,6,2025-10-12,PIT,CLE,23,9,14,1,1
2025_06_DAL_CAR,2025,6,2025-10-12,CAR,DAL,30,27,7,1,1
2025_06_DAL_CAR,2025,6,2025-10-12,DAL,CAR,27,30,7,0,0
2025_06_DEN_NYJ,2025,6,2025-10-12,DEN,NYJ,13,11,7,0,1
2025_06_DEN_NYJ,2025,6,2025-10-12,NYJ,DEN,11,13,7,1,0
2025_06_DET_KC,2025,6,2025-10-12,DET,KC,17,30,7,0,0
2025_06_DET_KC,2025,6,2025-10-12,KC,DET,30,17,6,1,1
2025_06_LAC_MIA,2025,6,2025-10-12,LAC,MIA,29,27,7,0,1
2025_06_LAC_MIA,2025,6,2025-10-12,MIA,LAC,27,29,7,1,0
2025_06_LA_BAL,2025,6,2025-10-12,BAL,LA,3,17,7,1,0
2025_06_LA_BAL,2025,6,2025-10-12,LA,BAL,17,3,10,0,1
2025_06_NE_NO,2025,6,2025-10-12,NE,NO,25,19,7,0,1
2025_06_NE_NO,2025,6,2025-10-12,NO,NE,19,25,7,1,0
2025_06_PHI_NYG,2025,6,2025-10-09,NYG,PHI,34,17,4,1,1
2025_06_PHI_NYG,2025,6,2025-10-09,PHI,NYG,17,34,4,0,0
2025_06_SEA_JAX,2025,6,2025-10-12,JAX,SEA,12,20,6,1,0
2025_06_SEA_JAX,2025,6,2025-10-12,SEA,JAX,20,12,7,0,1
2025_06_SF_TB,2025,6,2025-10-12,SF,TB,19,30,10,0,0
2025_06_SF_TB,2025,6,2025-10-12,TB,SF,30,19,7,1,1
2025_06_TEN_LV,2025,6,2025-10-12,LV,TEN,20,10,7,1,1
2025_06_TEN_LV,2025,6,2025-10-12,TEN,LV,10,20,7,0,0
2025_07_ATL_SF,2025,7,2025-10-19,ATL,SF,10,20,6,0,0
2025_07_ATL_SF,2025,7,2025-10-19,SF,ATL,20,10,7,1,1
2025_07_CAR_NYJ,2025,7,2025-10-19,CAR,NYJ,13,6,7,0,1
2025_07_CAR_NYJ,2025,7,2025-10-19,NYJ,CAR,6,13,7,1,0
2025_07_GB_ARI,2025,7,2025-10-19,ARI,GB,23,27,7,1,0
2025_07_GB_ARI,2025,7,2025-10-19,GB,ARI,27,23,7,0,1
2025_07_HOU_SEA,2025,7,2025-10-20,HOU,SEA,19,27,15,0,0
2025_07_HOU_SEA,2025,7,2025-10-20,SEA,HOU,27,19,8,1,1
2025_07_IND_LAC,2025,7,2025-10-19,IND,LAC,38,24,7,0,1
2025_07_IND_LAC,2025,7,2025-10-19,LAC,IND,24,38,7,1,0
2025_07_LA_JAX,2025,7,2025-10-19,JAX,LA,7,35,7,1,0
2025_07_LA_JAX,2025,7,2025-10-19,LA,JAX,35,7,7,0,1
2025_07_LV_KC,2025,7,2025-10-19,KC,LV,31,0,7,1,1
2025_07_LV_KC,2025,7,2025-10-19,LV,KC,0,31,7,0,0
2025_07_MIA_CLE,2025,7,2025-10-19,CLE,MIA,31,6,7,1,1
2025_07_MIA_CLE,2025,7,2025-10-19,MIA,CLE,6,31,7,0,0
2025_07_NE_TEN,2025,7,2025-10-19,NE,TEN,31,13,7,0,1
2025_07_NE_TEN,2025,7,2025-10-19,TEN,NE,13,31,7,1,0
2025_07_NO_CHI,2025,7,2025-10-19,CHI,NO,26,14,6,1,1
2025_07_NO_CHI,2025,7,2025-10-19,NO,CHI,14,26,7,0,0
2025_07_NYG_DEN,2025,7,2025-10-19,DEN,NYG,33,32,7,1,1
2025_07_NYG_DEN,2025,7,2025-10-19,NYG,DEN,32,33,10,0,0
2025_07_PHI_MIN,2025,7,2025-10-19,MIN,PHI,22,28,14,1,0
2025_07_PHI_MIN,2025,7,2025-10-19,PHI,MIN,28,22,10,0,1
2025_07_PIT_CIN,2025,7,2025-10-16,CIN,PIT,33,31,4,1,1
2025_07_PIT_CIN,2025,7,2025-10-16,PIT,CIN,31,33,4,0,0
2025_07_TB_DET,2025,7,2025-10-20,DET,TB,24,9,8,1,1
2025_07_TB_DET,2025,7,2025-10-20,TB,DET,9,24,8,0,0
2025_07_WAS_DAL,2025,7,2025-10-19,DAL,WAS,44,22,7,1,1
2025_07_WAS_DAL,2025,7,2025-10-19,WAS,DAL,22,44,6,0,0
2025_08_BUF_CAR,2025,8,2025-10-26,BUF,CAR,40,9,13,0,1
2025_08_BUF_CAR,2025,8,2025-10-26,CAR,BUF,9,40,7,1,0
2025_08_CHI_BAL,2025,8,2025-10-26,BAL,CHI,30,16,14,1,1
2025_08_CHI_BAL,2025,8,2025-10-26,CHI,BAL,16,30,7,0,0
2025_08_CLE_NE,2025,8,2025-10-26,CLE,NE,13,32,7,0,0
2025_08_CLE_NE,2025,8,2025-10-26,NE,CLE,32,13,7,1,1
2025_08_DAL_DEN,2025,8,2025-10-26,DAL,DEN,24,44,7,0,0
2025_08_DAL_DEN,2025,8,2025-10-26,DEN,DAL,44,24,7,1,1
2025_08_GB_PIT,2025,8,2025-10-26,GB,PIT,35,25,7,0,1
2025_08_GB_PIT,2025,8,2025-10-26,PIT,GB,25,35,10,1,0
2025_08_MIA_ATL,2025,8,2025-10-26,ATL,MIA,10,34,7,1,0
2025_08_MIA_ATL,2025,8,2025-10-26,MIA,ATL,34,10,7,0,1
2025_08_MIN_LAC,2025,8,2025-10-23,LAC,MIN,37,10,4,1,1
2025_08_MIN_LAC,2025,8,2025-10-23,MIN,LAC,10,37,4,0,0
2025_08_NYG_PHI,2025,8,2025-10-26,NYG,PHI,20,38,7,0,0
2025_08_NYG_PHI,2025,8,2025-10-26,PHI,NYG,38,20,7,1,1
2025_08_NYJ_CIN,2025,8,2025-10-26,CIN,NYJ,38,39,10,1,0
2025_08_NYJ_CIN,2025,8,2025-10-26,NYJ,CIN,39,38,7,0,1
2025_08_SF_HOU,2025,8,2025-10-26,HOU,SF,26,15,6,1,1
2025_08_SF_HOU,2025,8,2025-10-26,SF,HOU,15,26,7,0,0
2025_08_TB_NO,2025,8,2025-10-26,NO,TB,3,23,7,1,0
2025_08_TB_NO,2025,8,2025-10-26,TB,NO,23,3,6,0,1
2025_08_TEN_IND,2025,8,2025-10-26,IND,TEN,38,14,7,1,1
2025_08_TEN_IND,2025,8,2025-10-26,TEN,IND,14,38,7,0,0
2025_08_WAS_KC,2025,8,2025-10-27,KC,WAS,28,7,8,1,1
2025_08_WAS_KC,2025,8,2025-10-27,WAS,KC,7,28,8,0,0
2025_09_ARI_DAL,2025,9,2025-11-03,ARI,DAL,27,17,15,0,1
2025_09_ARI_DAL,2025,9,2025-11-03,DAL,ARI,17,27,8,1,0
2025_09_ATL_NE,2025,9,2025-11-02,ATL,NE,23,24,7,0,0
2025_09_ATL_NE,2025,9,2025-11-02,NE,ATL,24,23,7,1,1
2025_09_BAL_MIA,2025,9,2025-10-30,BAL,MIA,28,6,4,0,1
2025_09_BAL_MIA,2025,9,2025-10-30,MIA,BAL,6,28,4,1,0
2025_09_CAR_GB,2025,9,2025-11-02,CAR,GB,16,13,7,0,1
2025_09_CAR_GB,2025,9,2025-11-02,GB,CAR,13,16,7,1,0
2025_09_CHI_CIN,2025,9,2025-11-02,CHI,CIN,47,42,7,0,1
2025_09_CHI_CIN,2025,9,2025-11-02,CIN,CHI,42,47,7,1,0
2025_09_DEN_HOU,2025,9,2025-11-02,DEN,HOU,18,15,7,0,1
2025_09_DEN_HOU,2025,9,2025-11-02,HOU,DEN,15,18,7,1,0
2025_09_IND_PIT,2025,9,2025-11-02,IND,PIT,20,27,7,0,0
2025_09_IND_PIT,2025,9,2025-11-02,PIT,IND,27,20,7,1,1
2025_09_JAX_LV,2025,9,2025-11-02,JAX,LV,30,29,14,0,1
2025_09_JAX_LV,2025,9,2025-11-02,LV,JAX,29,30,14,1,0
2025_09_KC_BUF,2025,9,2025-11-02,BUF,KC,28,21,7,1,1
2025_09_KC_BUF,2025,9,2025-11-02,KC,BUF,21,28,6,0,0
2025_09_LAC_TEN,2025,9,2025-11-02,LAC,TEN,27,20,10,0,1
2025_09_LAC_TEN,2025,9,2025-11-02,TEN,LAC,20,27,7,1,0
2025_09_MIN_DET,2025,9,2025-11-02,DET,MIN,24,27,13,1,0
2025_09_MIN_DET,2025,9,2025-11-02,MIN,DET,27,24,10,0,1
2025_09_NO_LA,2025,9,2025-11-02,LA,NO,34,10,14,1,1
2025_09_NO_LA,2025,9,2025-11-02,NO,LA,10,34,7,0,0
2025_09_SEA_WAS,2025,9,2025-11-02,SEA,WAS,38,14,13,0,1
2025_09_SEA_WAS,2025,9,2025-11-02,WAS,SEA,14,38,6,1,0
2025_09_SF_NYG,2025,9,2025-11-02,NYG,SF,24,34,7,1,0
2025_09_SF_NYG,2025,9,2025-11-02,SF,NYG,34,24,7,0,1
2025_10_ARI_SEA,2025,10,2025-11-09,ARI,SEA,22,44,6,0,0
2025_10_ARI_SEA,2025,10,2025-11-09,SEA,ARI,44,22,7,1,1
2025_10_ATL_IND,2025,10,2025-11-09,ATL,IND,25,31,7,0,0
2025_10_ATL_IND,2025,10,2025-11-09,IND,ATL,31,25,7,1,1
2025_10_BAL_MIN,2025,10,2025-11-09,BAL,MIN,27,19,10,0,1
2025_10_BAL_MIN,2025,10,2025-11-09,MIN,BAL,19,27,7,1,0
2025_10_BUF_MIA,2025,10,2025-11-09,BUF,MIA,13,30,7,0,0
2025_10_BUF_MIA,2025,10,2025-11-09,MIA,BUF,30,13,10,1,1
2025_10_CLE_NYJ,2025,10,2025-11-09,CLE,NYJ,20,27,14,0,0
2025_10_CLE_NYJ,2025,10,2025-11-09,NYJ,CLE,27,20,14,1,1
2025_10_DET_WAS,2025,10,2025-11-09,DET,WAS,44,22,7,0,1
2025_10_DET_WAS,2025,10,2025-11-09,WAS,DET,22,44,7,1,0
2025_10_JAX_HOU,2025,10,2025-11-09,HOU,JAX,36,29,7,1,1
2025_10_JAX_HOU,2025,10,2025-11-09,JAX,HOU,29,36,7,0,0
2025_10_LA_SF,2025,10,2025-11-09,LA,SF,42,26,7,0,1
2025_10_LA_SF,2025,10,2025-11-09,SF,LA,26,42,7,1,0
2025_10_LV_DEN,2025,10,2025-11-06,DEN,LV,10,7,4,1,1
2025_10_LV_DEN,2025,10,2025-11-06,LV,DEN,7,10,4,0,0
2025_10_NE_TB,2025,10,2025-11-09,NE,TB,28,23,7,0,1
2025_10_NE_TB,2025,10,2025-11-09,TB,NE,23,28,14,1,0
2025_10_NO_CAR,2025,10,2025-11-09,CAR,NO,7,17,7,1,0
2025_10_NO_CAR,2025,10,2025-11-09,NO,CAR,17,7,7,0,1
2025_10_NYG_CHI,2025,10,2025-11-09,CHI,NYG,24,20,7,1,1
2025_10_NYG_CHI,2025,10,2025-11-09,NYG,CHI,20,24,7,0,0
2025_10_PHI_GB,2025,10,2025-11-10,GB,PHI,7,10,8,1,0
2025_10_PHI_GB,2025,10,2025-11-10,PHI,GB,10,7,15,0,1
2025_10_PIT_LAC,2025,10,2025-11-09,LAC,PIT,25,10,7,1,1
2025_10_PIT_LAC,2025,10,2025-11-09,PIT,LAC,10,25,7,0,0
2025_11_BAL_CLE,2025,11,2025-11-16,BAL,CLE,23,16,7,0,1
2025_11_BAL_CLE,2025,11,2025-11-16,CLE,BAL,16,23,7,1,0
2025_11_CAR_ATL,2025,11,2025-11-16,ATL,CAR,27,30,7,1,0
2025_11_CAR_ATL,2025,11,2025-11-16,CAR,ATL,30,27,7,0,1
2025_11_CHI_MIN,2025,11,2025-11-16,CHI,MIN,19,17,7,0,1
2025_11_CHI_MIN,2025,11,2025-11-16,MIN,CHI,17,19,7,1,0
2025_11_CIN_PIT,2025,11,2025-11-16,CIN,PIT,12,34,14,0,0
2025_11_CIN_PIT,2025,11,2025-11-16,PIT,CIN,34,12,7,1,1
2025_11_DAL_LV,2025,11,2025-11-17,DAL,LV,33,16,14,0,1
2025_11_DAL_LV,2025,11,2025-11-17,LV,DAL,16,33,11,1,0
2025_11_DET_PHI,2025,11,2025-11-16,DET,PHI,9,16,7,0,0
2025_11_DET_PHI,2025,11,2025-11-16,PHI,DET,16,9,6,1,1
2025_11_GB_NYG,2025,11,2025-11-16,GB,NYG,27,20,6,0,1
2025_11_GB_NYG,2025,11,2025-11-16,NYG,GB,20,27,7,1,0
2025_11_HOU_TEN,2025,11,2025-11-16,HOU,TEN,16,13,7,0,1
2025_11_HOU_TEN,2025,11,2025-11-16,TEN,HOU,13,16,14,1,0
2025_11_KC_DEN,2025,11,2025-11-16,DEN,KC,22,19,10,1,1
2025_11_KC_DEN,2025,11,2025-11-16,KC,DEN,19,22,14,0,0
2025_11_LAC_JAX,2025,11,2025-11-16,JAX,LAC,35,6,7,1,1
2025_11_LAC_JAX,2025,11,2025-11-16,LAC,JAX,6,35,7,0,0
2025_11_NYJ_NE,2025,11,2025-11-13,NE,NYJ,27,14,4,1,1
2025_11_NYJ_NE,2025,11,2025-11-13,NYJ,NE,14,27,4,0,0
2025_11_SEA_LA,2025,11,2025-11-16,LA,SEA,21,19,7,1,1
2025_11_SEA_LA,2025,11,2025-11-16,SEA,LA,19,21,7,0,0
2025_11_SF_ARI,2025,11,2025-11-16,ARI,SF,22,41,7,1,0
2025_11_SF_ARI,2025,11,2025-11-16,SF,ARI,41,22,7,0,1
2025_11_TB_BUF,2025,11,2025-11-16,BUF,TB,44,32,7,1,1
2025_11_TB_BUF,2025,11,2025-11-16,TB,BUF,32,44,7,0,0
2025_11_WAS_MIA,2025,11,2025-11-16,MIA,WAS,16,13,7,1,1
2025_11_WAS_MIA,2025,11,2025-11-16,WAS,MIA,13,16,7,0,0
2025_12_ATL_NO,2025,12,2025-11-23,ATL,NO,24,10,7,0,1
2025_12_ATL_NO,2025,12,2025-11-23,NO,ATL,10,24,14,1,0
2025_12_BUF_HOU,2025,12,2025-11-20,BUF,HOU,19,23,4,0,0
2025_12_BUF_HOU,2025,12,2025-11-20,HOU,BUF,23,19,4,1,1
2025_12_CAR_SF,2025,12,2025-11-24,CAR,SF,9,20,8,0,0
2025_12_CAR_SF,2025,12,2025-11-24,SF,CAR,20,9,8,1,1
2025_12_CLE_LV,2025,12,2025-11-23,CLE,LV,24,10,7,0,1
2025_12_CLE_LV,2025,12,2025-11-23,LV,CLE,10,24,6,1,0
2025_12_IND_KC,2025,12,2025-11-23,IND,KC,20,23,14,0,0
2025_12_IND_KC,2025,12,2025-11-23,KC,IND,23,20,7,1,1
2025_12_JAX_ARI,2025,12,2025-11-23,ARI,JAX,24,27,7,1,0
2025_12_JAX_ARI,2025,12,2025-11-23,JAX,ARI,27,24,7,0,1
2025_12_MIN_GB,2025,12,2025-11-23,GB,MIN,23,6,7,1,1
2025_12_MIN_GB,2025,12,2025-11-23,MIN,GB,6,23,7,0,0
2025_12_NE_CIN,2025,12,2025-11-23,CIN,NE,20,26,7,1,0
2025_12_NE_CIN,2025,12,2025-11-23,NE,CIN,26,20,10,0,1
2025_12_NYG_DET,2025,12,2025-11-23,DET,NYG,34,27,7,1,1
2025_12_NYG_DET,2025,12,2025-11-23,NYG,DET,27,34,7,0,0
2025_12_NYJ_BAL,2025,12,2025-11-23,BAL,NYJ,23,10,7,1,1
2025_12_NYJ_BAL,2025,12,2025-11-23,NYJ,BAL,10,23,10,0,0
2025_12_PHI_DAL,2025,12,2025-11-23,DAL,PHI,24,21,6,1,1
2025_12_PHI_DAL,2025,12,2025-11-23,PHI,DAL,21,24,7,0,0
2025_12_PIT_CHI,2025,12,2025-11-23,CHI,PIT,31,28,7,1,1
2025_12_PIT_CHI,2025,12,2025-11-23,PIT,CHI,28,31,7,0,0
2025_12_SEA_TEN,2025,12,2025-11-23,SEA,TEN,30,24,7,0,1
2025_12_SEA_TEN,2025,12,2025-11-23,TEN,SEA,24,30,7,1,0
2025_12_TB_LA,2025,12,2025-11-23,LA,TB,34,7,7,1,1
2025_12_TB_LA,2025,12,2025-11-23,TB,LA,7,34,7,0,0
2025_13_ARI_TB,2025,13,2025-11-30,ARI,TB,17,20,7,0,0
2025_13_ARI_TB,2025,13,2025-11-30,TB,ARI,20,17,7,1,1
2025_13_ATL_NYJ,2025,13,2025-11-30,ATL,NYJ,24,27,7,0,0
2025_13_ATL_NYJ,2025,13,2025-11-30,NYJ,ATL,27,24,7,1,1
2025_13_BUF_PIT,2025,13,2025-11-30,BUF,PIT,26,7,10,0,1
2025_13_BUF_PIT,2025,13,2025-11-30,PIT,BUF,7,26,7,1,0
2025_13_CHI_PHI,2025,13,2025-11-28,CHI,PHI,24,15,5,0,1
2025_13_CHI_PHI,2025,13,2025-11-28,PHI,CHI,15,24,5,1,0
2025_13_CIN_BAL,2025,13,2025-11-27,BAL,CIN,14,32,4,1,0
2025_13_CIN_BAL,2025,13,2025-11-27,CIN,BAL,32,14,4,0,1
2025_13_DEN_WAS,2025,13,2025-11-30,DEN,WAS,27,26,14,0,1
2025_13_DEN_WAS,2025,13,2025-11-30,WAS,DEN,26,27,14,1,0
2025_13_GB_DET,2025,13,2025-11-27,DET,GB,24,31,4,1,0
2025_13_GB_DET,2025,13,2025-11-27,GB,DET,31,24,4,0,1
2025_13_HOU_IND,2025,13,2025-11-30,HOU,IND,20,16,10,0,1
2025_13_HOU_IND,2025,13,2025-11-30,IND,HOU,16,20,7,1,0
2025_13_JAX_TEN,2025,13,2025-11-30,JAX,TEN,25,3,7,0,1
2025_13_JAX_TEN,2025,13,2025-11-30,TEN,JAX,3,25,7,1,0
2025_13_KC_DAL,2025,13,2025-11-27,DAL,KC,31,28,4,1,1
2025_13_KC_DAL,2025,13,2025-11-27,KC,DAL,28,31,4,0,0
2025_13_LA_CAR,2025,13,2025-11-30,CAR,LA,31,28,6,1,1
2025_13_LA_CAR,2025,13,2025-11-30,LA,CAR,28,31,7,0,0
2025_13_LV_LAC,2025,13,2025-11-30,LAC,LV,31,14,14,1,1
2025_13_LV_LAC,2025,13,2025-11-30,LV,LAC,14,31,7,0,0
2025_13_MIN_SEA,2025,13,2025-11-30,MIN,SEA,0,26,7,0,0
2025_13_MIN_SEA,2025,13,2025-11-30,SEA,MIN,26,0,7,1,1
2025_13_NO_MIA,2025,13,2025-11-30,MIA,NO,21,17,14,1,1
2025_13_NO_MIA,2025,13,2025-11-30,NO,MIA,17,21,7,0,0
2025_13_NYG_NE,2025,13,2025-12-01,NE,NYG,33,15,8,1,1
2025_13_NYG_NE,2025,13,2025-12-01,NYG,NE,15,33,8,0,0
2025_13_SF_CLE,2025,13,2025-11-30,CLE,SF,8,26,7,1,0
2025_13_SF_CLE,2025,13,2025-11-30,SF,CLE,26,8,6,0,1
2025_14_CHI_GB,2025,14,2025-12-07,CHI,GB,21,28,9,0,0
2025_14_CHI_GB,2025,14,2025-12-07,GB,CHI,28,21,10,1,1
2025_14_CIN_BUF,2025,14,2025-12-07,BUF,CIN,39,34,7,1,1
2025_14_CIN_BUF,2025,14,2025-12-07,CIN,BUF,34,39,10,0,0
2025_14_DAL_DET,2025,14,2025-12-04,DAL,DET,30,44,7,0,0
2025_14_DAL_DET,2025,14,2025-12-04,DET,DAL,44,30,7,1,1
2025_14_DEN_LV,2025,14,2025-12-07,DEN,LV,24,17,7,0,1
2025_14_DEN_LV,2025,14,2025-12-07,LV,DEN,17,24,7,1,0
2025_14_HOU_KC,2025,14,2025-12-07,HOU,KC,20,10,7,0,1
2025_14_HOU_KC,2025,14,2025-12-07,KC,HOU,10,20,10,1,0
2025_14_IND_JAX,2025,14,2025-12-07,IND,JAX,19,36,7,0,0
2025_14_IND_JAX,2025,14,2025-12-07,JAX,IND,36,19,7,1,1
2025_14_LA_ARI,2025,14,2025-12-07,ARI,LA,17,45,7,1,0
2025_14_LA_ARI,2025,14,2025-12-07,LA,ARI,45,17,7,0,1
2025_14_MIA_NYJ,2025,14,2025-12-07,MIA,NYJ,34,10,7,0,1
2025_14_MIA_NYJ,2025,14,2025-12-07,NYJ,MIA,10,34,7,1,0
2025_14_NO_TB,2025,14,2025-12-07,NO,TB,24,20,7,0,1
2025_14_NO_TB,2025,14,2025-12-07,TB,NO,20,24,7,1,0
2025_14_PHI_LAC,2025,14,2025-12-08,LAC,PHI,22,19,8,1,1
2025_14_PHI_LAC,2025,14,2025-12-08,PHI,LAC,19,22,10,0,0
2025_14_PIT_BAL,2025,14,2025-12-07,BAL,PIT,22,27,10,1,0
2025_14_PIT_BAL,2025,14,2025-12-07,PIT,BAL,27,22,7,0,1
2025_14_SEA_ATL,2025,14,2025-12-07,ATL,SEA,9,37,7,1,0
2025_14_SEA_ATL,2025,14,2025-12-07,SEA,ATL,37,9,7,0,1
2025_14_TEN_CLE,2025,14,2025-12-07,CLE,TEN,29,31,7,1,0
2025_14_TEN_CLE,2025,14,2025-12-07,TEN,CLE,31,29,7,0,1
2025_14_WAS_MIN,2025,14,2025-12-07,MIN,WAS,31,0,7,1,1
2025_14_WAS_MIN,2025,14,2025-12-07,WAS,MIN,0,31,7,0,0
2025_15_ARI_HOU,2025,15,2025-12-14,ARI,HOU,20,40,7,0,0
2025_15_ARI_HOU,2025,15,2025-12-14,HOU,ARI,40,20,7,1,1
2025_15_ATL_TB,2025,15,2025-12-11,ATL,TB,29,28,4,0,1
2025_15_ATL_TB,2025,15,2025-12-11,TB,ATL,28,29,4,1,0
2025_15_BAL_CIN,2025,15,2025-12-14,BAL,CIN,24,0,7,0,1
2025_15_BAL_CIN,2025,15,2025-12-14,CIN,BAL,0,24,7,1,0
2025_15_BUF_NE,2025,15,2025-12-14,BUF,NE,35,31,7,0,1
2025_15_BUF_NE,2025,15,2025-12-14,NE,BUF,31,35,13,1,0
2025_15_CAR_NO,2025,15,2025-12-14,CAR,NO,17,20,14,0,0
2025_15_CAR_NO,2025,15,2025-12-14,NO,CAR,20,17,7,1,1
2025_15_CLE_CHI,2025,15,2025-12-14,CHI,CLE,31,3,7,1,1
2025_15_CLE_CHI,2025,15,2025-12-14,CLE,CHI,3,31,7,0,0
2025_15_DET_LA,2025,15,2025-12-14,DET,LA,34,41,10,0,0
2025_15_DET_LA,2025,15,2025-12-14,LA,DET,41,34,7,1,1
2025_15_GB_DEN,2025,15,2025-12-14,DEN,GB,34,26,7,1,1
2025_15_GB_DEN,2025,15,2025-12-14,GB,DEN,26,34,7,0,0
2025_15_IND_SEA,2025,15,2025-12-14,IND,SEA,16,18,7,0,0
2025_15_IND_SEA,2025,15,2025-12-14,SEA,IND,18,16,7,1,1
2025_15_LAC_KC,2025,15,2025-12-14,KC,LAC,13,16,7,1,0
2025_15_LAC_KC,2025,15,2025-12-14,LAC,KC,16,13,6,0,1
2025_15_LV_PHI,2025,15,2025-12-14,LV,PHI,0,31,7,0,0
2025_15_LV_PHI,2025,15,2025-12-14,PHI,LV,31,0,6,1,1
2025_15_MIA_PIT,2025,15,2025-12-15,MIA,PIT,15,28,8,0,0
2025_15_MIA_PIT,2025,15,2025-12-15,PIT,MIA,28,15,8,1,1
2025_15_MIN_DAL,2025,15,2025-12-14,DAL,MIN,26,34,10,1,0
2025_15_MIN_DAL,2025,15,2025-12-14,MIN,DAL,34,26,7,0,1
2025_15_NYJ_JAX,2025,15,2025-12-14,JAX,NYJ,48,20,7,1,1
2025_15_NYJ_JAX,2025,15,2025-12-14,NYJ,JAX,20,48,7,0,0
2025_15_TEN_SF,2025,15,2025-12-14,SF,TEN,37,24,14,1,1
2025_15_TEN_SF,2025,15,2025-12-14,TEN,SF,24,37,7,0,0
2025_15_WAS_NYG,2025,15,2025-12-14,NYG,WAS,21,29,13,1,0
2025_15_WAS_NYG,2025,15,2025-12-14,WAS,NYG,29,21,7,0,1
2025_16_ATL_ARI,2025,16,2025-12-21,ARI,ATL,19,26,7,1,0
2025_16_ATL_ARI,2025,16,2025-12-21,ATL,ARI,26,19,10,0,1
2025_16_BUF_CLE,2025,16,2025-12-21,BUF,CLE,23,20,7,0,1
2025_16_BUF_CLE,2025,16,2025-12-21,CLE,BUF,20,23,7,1,0
2025_16_CIN_MIA,2025,16,2025-12-21,CIN,MIA,45,21,7,0,1
